"authors","publication_year","defense_date","course","thesis_type","pt_abstract","en_abstract","main_advisor","committee","auth_keywords","publisher","cnpq_area","document_url","num_views","title","second_advisor","campus"
"('Zennon Barbosa Ferreira',)","2015","2015-01-30","Ciências da Computação","Trabalho de Conclusão de Curso","A concepção e o projeto de sites Web trazem diversos desafios principalmente no que tange a usabilidade de um site. Sites com conteúdo jornalístico foca seus esforços em compartilhar a informação através dos textos, imagens e vídeos. Ter tais tipos de conteúdo distribuídos de forma desorganizada, sem conceitos de usabilidade, poderá ter impactos negativos na experiência do usuário. Desta forma, esse trabalho teve como objetivo avaliar a estrutura e distribuição do conteúdo de um site web jornalístico. Os experimentos deste trabalho visaram identificar pontos importantes da interface de um site Web jornalístico que podem proporcionar uma melhor organização das áreas principais na interface do site e a aceitação do usuário que visita determinado site. Tais experimentos foram realizados a partir da ferramenta de testes de usabilidade denominada Crazy Egg. Os resultados identificaram pontos positivos na construção de menu principal que abranja as seções mais importantes do site. A organização das áreas de divulgação do conteúdo principal de notícias e publicitário do site, proposta por esse trabalho, compõe de forma positiva os resultados obtidos.","The design and the Web sites design bring many challenges especially regarding the usability of a site. Sites with news content focuses its efforts in sharing information through texts, images and videos. Having such types of content distributed haphazardly without usability concepts, may have a negative impact on the user experience. Thus, this study aimed to evaluate the structure and distribution of the content of a newspaper web site. The experiments of this study aimed to identify important points of a journalistic website interface that can provide a better organization of the main areas in the site interface and user acceptance that visit a particular site. These experiments were carried out from the usability testing tool called Crazy Egg. The results identified strengths in building main menu covering the most important sections of the site. The organization of dissemination areas of the main news content and advertising the site, proposed by this work, made up of positive results obtained.","('Thiago Bruno Melo de Sales',)","('Elthon Allex da Silva Oliveira', 'Ricardo Alexandre Afonso')","('Interface', 'Usabilidade', 'Site', 'Interação')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3416&download=true&filename_field=name","3","Análise e testes de usabilidade na Web: site jornalístico como estudo de caso","","Campus Arapiraca"
"('Hérica Luana dos Santos Machado',)","2015","2015-03-26","Ciências da Computação","Trabalho de Conclusão de Curso","A Associação Brasileira De Normas Técnicas (ABNT) rege a forma de apresentação e layout de diversos documentos. Os Trabalhos de Conclusão de Curso são documentos que representam os resultados, devendo expressar conhecimento do assunto escolhido. Esse documento é obrigatório para a obtenção de grau no ensino superior. Após a apresentação oral do tema e aprovação do documento pela banca examinadora ele é submetido a biblioteca do Campus e deve seguir o padrão estabelecido pela norma que rege os trabalhos com esse fim que é a NBR 14724 de 2011. Verificando a dificuldade dos discentes na elaboração destes documentos e posteriormente devido a incompatibilidade com a norma NBR 14724 sua aceitação junto a biblioteca surgiu a necessidade de um modelo com os padrões requisitados. Esse trabalho propõe a padronização exigida em dois formatos, um modelo de um modelo Microsoft Office Word(.doc) e um template Latex.","The Brazilian Association of Technical Standards (ABNT) governing the presentation and layout of various documents. The End of Course Work are documents that represent the results, and express knowledge of the chosen subject. This document is mandatory to obtain degree in higher education. After oral presentation theme and approval of the document by the examination board it is subjected to Campus library and must follow the pattern set by the rule governing the work for this purpose which is the NBR 14724 2011. Checking the difficulty of students in the preparation these documents and later due to incompatibility with the NBR 14724’s acceptability to the library came the need for a model with the required standards. This work proposes the standardization required in two formats, a model of a Microsoft Office Word template (.doc) and a template Latex.","('Ricardo Alexandre Afonso',)","('Elthon Allex da Silva Oliveira', 'Patrick Henrique da Silva Brito', 'Raquel da Silva Cabral')","('Modelo', 'NBR 14724 de 2011', 'Associação Brasileira de Normas Técnicas (ABNT)', 'LaTeX')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3451&download=true&filename_field=name","214","Modelo para trabalho de conclusão de curso","('Raquel da Silva Cabral',)","Campus Arapiraca"
"('Marciana Maria da Silva',)","2015","2015-11-23","Ciências da Computação","Trabalho de Conclusão de Curso","Este trabalho tem o intuito de realizar a construção de uma ontologia, isto é, um modelo de dados que representa um conjunto de conceitos dentro de um domínio e o relacionamento entre estes. A mesma será composta por dados referente à área da saude de cidades brasileiras. Para tanto, será utilizado informações e indicadores estabelecidos pela norma ISO 37120, visando diminuir as deficiências existentes, tais deficiências se referem ao número insuficiente de profissionais da saude, leitos hospitalares entre outras. O objetivo é contribuir para a qualidade de vida da população, gerando como consequência cidades ambientalmente sustentáveis, lugares que proporcionam bem-estar e qualidade. Para auxiliar na construção da ontologia será utilizada a ferramenta Protégé, uma ferramenta baseada na linguagem Java e de código aberto que utiliza a linguagem Web Ontology Language (OWL). A OWL é uma linguagem de representação que foi definida pela W3c3 (World Wide Web Consortium), principal organização de padronização da Word Wide Web, além de ser a mais indicada pela literatura, é responsável por definir e instanciar as ontologias na Web possibilitando semântica ao compartilhamento de conhecimento.","This paper is intended to undertake the construction of an ontology, ie a data model that represents a set of concepts within a domain and the relationships between them. It will be composed of data regarding the area of health of cities. For this purpose, will be used information and indicators established by the ISO 37120 standard in order to reduce the deficiencies, such deficiencies refer to the insufficient number of health professionals, hospital beds among others. The goal is to contribute to people's quality of life, generating as a result environmentally sustainable cities, places that provide well-being and quality. To help build the ontology will be used Protégé tool, a tool based on Java and open source that uses the Web Ontology Language (OWL). OWL is a representation of language defined by W3c3 (World Wide Web Consortium), the main organization to standardize the World Wide Web as well as being the most suitable for literature, is responsible for defining and instantiating ontologies on the Web providing semantics to knowledge sharing.","('Ricardo Alexandre Afonso',)","('Rodolfo Carneiro Cavalcante', 'Tércio de Morais Sampaio Silva')","('Norma ISO', 'Cidades inteligentes', 'Ontologia')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3780&download=true&filename_field=name","16","OnCISU: ontologia de domínio para cidades sustentáveis","","Campus Arapiraca"
"('Davi de Sousa Garcia',)","2015","2015-11-27","Ciências da Computação","Trabalho de Conclusão de Curso","Atualmente dados profissionais e pessoais se encontram distribuídos em várias redes sociais, dificultando a mineração de dados em busca de determinados perfis para seleção de recursos para projetos. A falta de acompanhamento do histórico evolutivo da carreira dessas pessoas impossibilita uma política de cargos e salários baseada no desenvolvimento de habilidades. O objetivo desse trabalho é apresentar uma ferramenta de mapeamento de perfis e habilidades profissionais baseada em conteúdo de redes sociais que acelera a busca por profissionais com as habilidades desejadas.","Currently professional and personal data are distributed across multiple social networks, making data mining in search of certain profiles for feature selection for projects. The lack of monitoring of the evolutionary history of the career of these people makes a policy of jobs and salaries based on the development of skills. The objective of this work is to present a profile mapping tool and professional skills based on content from social networks that speeds up the search by professionals with the desired skills.","('Ricardo Alexandre Afonso',)","('Alexandre Paes dos Santos', 'Tércio de Morais Sampaio Silva')","('Big data', 'Redes sociais', 'Gestão de projetos')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3833&download=true&filename_field=name","16","E-pid: Eletronic professional identity document","","Campus Arapiraca"
"('Allyne Keyth Alves Pereira',)","2015","2015-02-11","Ciências da Computação","Trabalho de Conclusão de Curso","O avanço acelerado das cidades requer uma mudança na gestão pública com presteza. Os centros urbanos não estão oferecendo serviços e condições necessárias para uma boa qualidade de vida da população. Assim, a solução ideal é tornar essas cidades em ambientes inteligentes. O foco das cidades inteligentes é atingir e interligar através da tecnologia da informação áreas como: transporte, saúde, educação e segurança. Contudo, para que os objetivos de melhorias sejam alcançados, o administrador precisa ter a orientação necessária para planejar e a traçar metas desejáveis. Então, através do paradigma GQM (do inglês goal, question, metric), serão apresentadas métricas que buscam auxiliar o gestor na correção de deficiências encontradas nas cidades.","The rapid advance of the cities requires a change in public administration promptly. Urban centers are not offering services and conditions necessary for a good quality of life of the population. Thus, the ideal solution is to make those cities in smart environments. The focus of smart cities is to reach and connect through the information technology areas such as transport, health, education and security. However, for the improvement objectives are achieved, the administrator must have the necessary guidance to plan and to outline desirable goals. Then, through the GQM paradigm (the goal English, question, metric), will be presented metrics that seek to help the manager to correct deficiencies found in cities.","('Ricardo Alexandre Afonso',)","('Patrick Henrique da Silva Brito', 'Raquel da Silva Cabral')","('Plano GQM', 'Cidades inteligentes', 'Metodologia', 'Gestão de projetos')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3385&download=true&filename_field=name","15","Metodologia de gestão de projetos para cidades inteligentes","","Campus Arapiraca"
"('Ananery dos Santos Silva',)","2015","2015-04-14","Ciências da Computação","Trabalho de Conclusão de Curso","O Brasil tem ganhado grande destaque na produção de peixes, mas em muitos casos a produção é realizada de modo artesanal. Por isso, a introdução de tecnologias é importante para contribuir para a competitividade deste setor. Esta trabalho tem como objetivo desenvolver um Sistema Especialista e de gestão para apoio à tomada de decisão na piscicultura, levando em consideração as principais necessidades dos piscicultores. Para sua implementação, foi utilizado um shell gerador de Sistemas Especialistas, CLIPS, o framework Django para a interface com o usuário e criação do banco de dados e a biblioteca Python, PyCLIPS, para fazer incorporação de CLIPS com Django. Este trabalho se justifica pela real necessidade de se dar aos piscicultores uma ferramenta de apoio e que a auxilie na solução de problemas na criação de peixes.","Brazil has gained great prominence in the production of fish, but in many cases the production is performed in handicraft. Therefore, the introduction of technologies is important to contribute to the competitiveness of this sector. This study aims to develop an expert system and management to support decision-making in fish farming, taking into account the main needs of fish farmers. For its implementation, we used a shell generator systems experts, CLIPS, Django framework for the user interface and creation of the database and the Python library, PyCLIPS, to incorporation of CLIPS with Django. This work is justified by the real need to give the fish farmers and a support tool that assists in solving problems in fish farming.","('Ricardo Alexandre Afonso',)","('Carolyny Batista Lima', 'Patrick Henrique da Silva Brito')","('Piscicultura', 'Sistemas especialistas (Computação)', 'CLIPS', 'Python (Linguagem de programação de computador)', 'PYCLIPS', 'Framework Django')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3474&download=true&filename_field=name","2","AQUAARA: Sistema Especialista para Gestão de Pisciculturas","","Campus Arapiraca"
"('Laís Cardoso de Lima',)","2015","2015-04-27","Ciências da Computação","Trabalho de Conclusão de Curso","Com o mundo cada vez mais globalizado onde as informações e os processos mudam com muita rapidez surgi à necessidade do desenvolvimento de novas tecnologias que contribuam para o crescimento urbano e social das cidades. Cidades inteligentes são focadas não apenas nos fatores econômicos, mas também nos fatores sociais e de sustentabilidade englobando o capital intelectual e social. Estima-se que em alguns anos a população mundial será predominantemente urbana, sendo assim é preciso desenvolver politicas que possibilitem à eficiência nos serviços oferecidos a população, o desenvolvimento de cidades inteligentes visa contribuir com essas mudanças, além de reinventar conceitos e modelos antigos burocratizados que já não funcionam tão bem.","With the increasingly globalized world where information and processes change very quickly I came up to the need of developing new technologies that contribute to the urban growth of cities. Smart Cities are focused not only on economic factors but also on social factors and sustainability encompassing the intellectual and social capital. It is estimated that in a few years the world population will be predominantly urban, so you need to develop political that enable efficiency in the services offered to the population, the development of smart cities aims to contribute to these changes, and reinvent old concepts and models that bureaucratized no longer work as well.","('Ricardo Alexandre Afonso',)","('Patrick Henrique da Silva Brito', 'Tércio de Morais Sampaio Silva')","('Tecnologia inteligente', 'Serviços integrados', 'Infraestruturas integradas', 'Cidades inteligentes', 'Sustentabilidade')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3484&download=true&filename_field=name","6","Ranking das cidades inteligentes de Alagoas","","Campus Arapiraca"
"('Eddpo Brunno Corrêa de Oliveira',)","2015","2015-02-26","Ciências da Computação","Trabalho de Conclusão de Curso","Em sistemas de informação centrados em dados, a escolha do Sistema de Gerenciamento de Banco de Dados (SGBD) é considerada uma tarefa fundamental, tendo em vista seu impacto na execução das funcionalidades do sistema. Isso se torna ainda mais crítico em sistemas com requisitos de execução em tempo real e alta escalabilidade, isto é, necessidade de atender a um número crescente de requisições simultâneas. Um exemplo de tal sistema é o Falibras, que foi desenvolvido na UFAL e envolve a tradução e interpretação de frases da língua portuguesa para a Língua Brasileira de Sinais (LIBRAS). Nesse contexto, este trabalho de pesquisa realizou uma comparação sistemática dos SGBDs HSQLDB e MySQL para avaliar seus respectivos desempenhos e rendimentos em cenários de execução reais no contexto do sistema Falibras. O projeto foi conduzido utilizando uma abordagem quantitativa, que consistiu no monitoramento dos SGBDs em cenários de uso reais, seguido da análise e interpretação dos dados monitorados. Os resultados alcançados apresentaram padrões importantes no sentido de apoiar a escolha do SGBD apropriado às configurações de hardware disponíveis, considerando os cenários típicos de uso pelo Sistema Falibras. Apesar da aplicação imediata dos resultados deste estudo ser no contexto do Sistema Falibras, a metodologia utilizada neste estudo pode apoiar decisões no contexto de outras aplicações.","In data-centric information systems, the choice of database ( DBMS ) Management System is considered a fundamental task in view of its impact on the implementation of the system functionalities. This becomes even more critical systems with requirements of real-time execution, and high scalability, ie, the need to meet an increasing number of simultaneous requests. An example of such a system is the Falibras, which was developed in UFAL and involves translating and interpreting sentences of Portuguese for the Brazilian Sign Language ( Libras ). In this context, this research conducted a systematic comparison of HSQLDB and MySQL DBMS to evaluate their performance and earnings in real execution scenarios in the context of Falibras system. The project was conducted using a quantitative approach, which consisted in monitoring DBMSs in their usage scenarios, followed by analysis and interpretation of monitored data. The achieved results show important patterns to support the choice of the appropriate DBMS hardware configurations available, considering the typical usage scenarios by Falibras Syste","('Patrick Henrique da Silva Brito',)","('Ricardo Alexandre Afonso', 'Thiago Bruno Melo de Sales')","('Sistema FALIBRAS', 'SGBD', 'HSQLDB', 'MySQL', 'Língua Brasileira de Sinais (LIBRAS)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3673&download=true&filename_field=name","2","Comparação sistemática de desempenho e rendimento do SGBDS HSQLDB e MYSQL no contexto do Sistema FALIBRAS","","Campus Arapiraca"
"('Juliana Marie Santos Menezes',)","2015","2015-12-18","Ciências da Computação","Trabalho de Conclusão de Curso","","","('Ricardo Alexandre Afonso',)","('André Almeida Silva', 'Ítalo Carlo Lopes Silva')","('Cidades inteligentes', 'Tecnologia', 'Technology')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=4031&download=true&filename_field=name","15","Smart cities: a comprehensive systematic literature review: technology","","Campus Arapiraca"
"('Alex Ferreira da Crus',)","2015","2015-12-04","Ciências da Computação","Trabalho de Conclusão de Curso","Os sistemas de informação vêm sendo produzidos com frequência nos tempos atuais, visto que as suas funcionalidades fornecem bastante flexibilidade e desempenho na execução de tarefas rotineiras, o modelo de software apresentado nesse trabalho traz essas características por ser responsável pela coleta, processamento, armazenamento, análise e distribuição de informações, essas aplicações dependendo de sua arquitetura, fornecem segurança, desempenho e flexibilidade aos seus usuários, que são fatores importantes e indispensáveis para os mesmos. A ferramenta é uma aplicação desktop denominada Recicle desenvolvida para a gestão de catadores de resíduos sólidos pelo fato desses catadores realizarem suas tarefas de forma manual, a ferramenta é indicada para associações ou cooperativas, este modelo proposto conta com um módulo de autenticação, com a finalidade de proporcionar maior segurança e outro módulo de geração de relatórios e gráficos para demonstrar informações referentes às vendas realizadas nessas instituições, a aplicação visa não só o desempenho e a integração com os sistemas informalizados, mas servir para maximizar a precisão das finanças, automatizar relatórios, processamento de dados e agilizar as funções na área administrativa e financeira, tendo como foco, melhorar a produção dessas instituições tanto nas tarefas básicas, quanto nas mais complexas. O Recicle é um modelo de aplicação que se enquadra no contexto de TI Verde, o qual se aplica como um conjunto de ações que levam ao desenvolvimento sustentável. Esse modelo foi elaborado com base em estudos relacionados às tarefas exercidas pelos catadores de resíduos sólidos, manipulação de informações por eles resguardadas e para garantir a segurança das suas informações.","The information systems often come being produced in the current times, since its functionalities sufficiently supply to flexibility and performance in the execution of routine tasks, the model of software presented in this work bring these characteristics to be responsible for the collection, processing, storage, analysis and distribution of information, these applications depending on its architecture, supplies security, performance and flexibility to its users, who are important and indispensable factors for the same. The tool is a called application desktop computer Recicle developed for the management of collectors of solid residues for the fact of these collectors to accomplish its tasks of manual form, the tool is indicated for cooperative associations or, this proposed model account with a module of authentication, the purpose to provide to greater security and another module of generation of reports and graphs to demonstrate referring information to the sales accomplished in these institutions, the application aims at not only the performance and the integration with the computerized systems, but to serve to maximize the precision of the finances, to automatize reports, processing of giving and to speed the functions in the administrative area and financier, having as I focus, in such a way to improve the production of these institutions in the basic tasks, how much in most complex. Recicle is an application model that is fit in the Green context of you, which is applied as a set of actions that lead to the sustainable development. This model of proposed application was elaborated on the basis of studies related to the tasks exerted for the collectors of solid residues, manipulation of information for them protected and to guarantee the security of its information.","('Alexandre Paes dos Santos',)","('Patrick Henrique da Silva Brito', 'Ricardo Alexandre Afonso')","('Sistemas de informação', 'Associação de catadores', 'Tecnologia da informação verde', 'Software')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3781&download=true&filename_field=name","6","Recicle: um software para a gestão de associações de catadores de resíduos sólidos","","Campus Arapiraca"
"('Clédson de Oliveira Medeiros',)","2015","2015-11-24","Ciências da Computação","Trabalho de Conclusão de Curso","Redes de computadores estão disseminadas mundialmente, e com certeza já observamos a quantidade de redes sem fios e cabos que estão instalados em todo o mundo. Redes sem fio que chegaram a ponto de produzirem uma grande interferência ao nível de atrapalhar umas as outras e às vezes até impossibilitar uma nova instalação, já os fios e cabos, observamos de todos os tipos, elétricos, telefônicos, de rede, fibras ópticas e etc. Isso porque nem sempre redes wireless funcionam perfeitamente. Em ambientes hospitalares a implantação de redes cabeadas e wireless geram alguns transtornos e problemas na implantação, manutenção e no crescimento da rede. Um dos principais problemas em redes hospitalares é interferência por conta das ondas eletromagnéticas, paredes blindadas com chumbo e paredes de concreto que acabam atrapalhando o sinal de redes Wi-fi. Com isso nesse trabalho é apresentada uma alternativa para contornar essa situação usando uma tecnologia chamada Comunicação Via Rede Elétrica (PLC – Power Line Communications) ou BPL (Broadband over Power Lines). Essa tecnologia nos possibilita montar uma rede com alto desempenho e baixo custo utilizando uma rede de energia elétrica já existente para transmissão de dados, sem ter que realizar nenhuma alteração na infraestrutura local, reduzindo gastos e otimizando o tempo que seria gasto se fosse realizar uma implantação de uma nova rede.","Computer networks are disseminated worldwide, and certainly we have noted the amount of wireless networks and cables that are installed worldwide. Wireless networks that went so far as to produce a large interference level to disrupt each other and sometimes even preventing a new installation, already the Wire & Cable, observe all kinds, electrical, telephone, network, optical fibers and etc. That's because wireless networks do not always work perfectly. In hospital environments deploying wired and wireless networks generate some inconvenience and problems in the implementation, maintenance and growth of the network. A major problem in hospital networks is interference due to electromagnetic waves, armored walls with lead and concrete walls that end up disrupting the signal networks Wi-fi. Com that this work presents an alternative to circumvent this by using a technology called Electricity networks (PLC -Power Line Communications) or BPL (Broadband over Power Lines). This technology enables us to build a network with high performance and low cost using a power already existing network for transmission of data, without having to make any changes in local infrastructure, reducing expenses and optimizing the time it would take if it were performing a deployment of a new network.","('Ricardo Alexandre Afonso',)","('Patrick Henrique da Silva Brito', 'Rodolfo Carneiro Cavalcante')","('Transmissão de dados', 'Rede de energia elétrica', 'PLC', 'BPL', 'Interferência')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3794&download=true&filename_field=name","5","Transmissão de dados através da rede elétrica em ambientes médicos","","Campus Arapiraca"
"('Jair Souza da Silva',)","2015","2015-12-14","Ciências da Computação","Trabalho de Conclusão de Curso","A popularização das tecnologias da informação e comunicação vem possibilitando a inclusão digital e o desenvolvimento social. Porém, a internet, um dos recursos que mais fomentam esse desenvolvimento, tem velocidade de conexão muito baixa e uma demanda muito grande no Brasil, levando donos de residências e estabelecimentos a compartilharem seus links na tentativa de suprir essa deficiência. Com o acesso compartilhado a velocidade da conexão fica cada vez mais lenta para cada usuário que conecta, seja através de celulares, notebooks ou outros dispositivos móveis tão comuns nos dias de hoje. Com o uso excessivo dos compartilhamentos outro problema pode ser gerado para o dono do ip, dessa vez com relação ao uso indevido da internet para fins criminais. A lei conhecida como Marco Civil que estabelece princípios, garantias, direitos e deveres para o uso da internet no Brasil, obriga donos de provedores a guardarem logs de conexões por um determinado período, em consequência, se algum usuário acessar a internet para algo ilícito, a responsabilidade recai sobre o dono do ip, restando a ele provar sua inocência. Apesar dos problemas descritos, quando usadas de forma consciente e em conjunto com as pessoas e instituições, as TIC´s geram melhorias para diferentes necessidades do convívio urbano. Esse é um dos conceitos para Cidades Inteligentes e que será discutido nesse trabalho. Com este cenário é apresentado um sistema de gerenciamento e controle de usuários de internet visando dois propósitos: 1 – contribuir com a inclusão digital através do compartilhamento controlado dos recursos de internet; 2 – fomentar o desenvolvimento social com a ajuda da própria comunidade atuando como sensores dos seus problemas.","The popularization of information and communication technologies has enabled digital inclusion and social development. However, the internet, one of the resources who most foster development, has very low connection speed and a very great demand in Brazil, leading owners of residences and establishments to share your links in an attempt to overcome this deficiency. With access to shared connection speed is becoming slower, either through cell phones, laptops or other mobile devices so common these days. With the overuse of shares another problem can be generated for the owner of ip, this time regarding the improper use of the Internet for criminal purposes. The law known as Marco Civil establishing principles, guarantees, rights and duties for the use of the Internet in Brazil, requires providers owners to save logs of connections for a given period, in consequence, if any user to access the internet for something illegal, It is the responsibility of the owner of ip, forcing him to prove his innocence. Despite the problems described, when used consciously and together with people and institutions, the ICTs generate improvements for different needs of urban life. This is one of the concepts for Smart Cities and will be discussed in this work. This scenario presents a management system and control of internet users for two purposes: 1 – contribute with the digital inclusion through the controlled sharing of Internet resources; 2 – promote social development with the help of the community acting as sensors their problems.","('Ricardo Alexandre Afonso',)","('Alexandre Paes dos Santos', 'Thiago Bruno Melo de Sales')","('Cidade inteligente', 'Compartilhamento', 'Sensores humanos', 'Controle', 'Internet')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3795&download=true&filename_field=name","8","Sistema de gerenciamento de usuários de internet: usuários como sensores de uma cidade inteligente","","Campus Arapiraca"
"('Jéssica Jeniffer de Lisbôa Silva',)","2015","2015-03-06","Ciências da Computação","Trabalho de Conclusão de Curso","Desde suas origens na Grécia antiga a lógica apresenta sua importância no ramo das ciências. Atualmente, ela é componente curricular em diversos cursos de graduação de várias áreas do conhecimento. Em consequência de sua amplitude, a lógica é classificada em algumas categorias: lógica paraconsistente, lógica paracompleta, lógica modal, lógica epistêmica, lógica difusa (“fuzzy”) e lógica temporal. Esta consiste em uma expansão da lógica clássica cujas demonstrações levam em consideração o momento em que ocorreram e suas aplicações são concentradas tanto na academia quanto na indústria. Desta forma, esta monografia apresenta uma explicitação dos conceitos que envolvem a Lógica Temporal, suas subcategorias e aplicabilidade, de forma a evidenciar sua importância em inúmeras áreas do conhecimento. Pela escassez bibliográfica nesta categoria da lógica, espera-se contribuir através da produção de acervo para consulta que possa servir de embasamento para trabalhos futuros.","From its origins in ancient Greece the logic has great importance in the field of science. Today, it is a curricular component in several college courses of several knowledge fields. As consequence of your amplitude, logic is classified into some categories: paraconsistent logic, paracomplete logic, modal logic, epistemic logic, fuzzy logic and temporal logic. This is an expansion of the classic logic whose statements take into account the moment that they occurred and your applications are concentrated both academia and industry. Thus, this monograph presents an explanation of the concepts involving the Temporal Logic, your subcategories and applicability, in order to highlight its importance in several knowledge fields. Due the bibliographical shortage in this category of logic, is expected to contribute through of bibliographic archive production that can serve to future research.","('Elthon Allex da Silva Oliveira',)","('Helder May Nunes da Silva Oliveira', 'Thiago Bruno Melo de Sales')","('Lógica', 'Lógica temporal')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3444&download=true&filename_field=name","17","Lógica temporal linear: introdução e algumas aplicações.","","Campus Arapiraca"
"('Filipe Emanuel Silva Costa',)","2015","2015-12-11","Ciências da Computação","Trabalho de Conclusão de Curso","As coletas de dados meteorológicos estão sendo cada vez mais importantes para o dia a dia das pessoas. Tais dados estão sendo processados cada vez mais rápido e possuem uma maior precisão devido aos grandes avanços tecnológicos dos últimos anos. Com isso, as pessoas que necessitam desses dados podem tomar medidas mais rápidas e eficazes. Esses dados são úteis para medir parâmetros como temperatura, pressão atmosférica, umidade relativa do ar, de ambientes agrícolas que são usados para climatologia, agricultura moderna, controle de poluição, entre outros. Entretanto, a tecnologia para a coleta e manipulação de dados meteorológicos é muito cara, o que torna tais dados restritos aos centros de dados meteorológicos e ao meio acadêmico. Além disso, vários profissionais utilizam formas e ferramentas arcaicas que não permitem coletar esses dados com precisão, além de ser uma prática comum a coleta, o armazenamento e o processamento dos dados de forma manual, o que pode gerar análises falhas e trazer trabalho sobressalente aos responsáveis pelas coletas. Tal cenário é agravado no Brasil por ser um país com extensões continentais e ter a agricultura como uma das suas principais atividades primárias, o que faz necessário o uso de tais informações para irrigação, prevenção da safra de doenças, pragas e entre outros fatores. Tendo em vista esta realidade, é proposta no presente trabalho uma arquitetura de baixo custo para coleta, processamento e avaliação de dados meteorológicos de forma automatizada que torne viável o uso desses dados por qualquer profissional. Como resultados obtidos pôde-se notar que é possível realizar coleta e análise de dados através de uma estação meteorológica de baixo custo com dados confiáveis e diferenciase das demais por possuir uma aplicação que gera gráficos. A solução proposta engloba não só o software, mas também o hardware necessário, abrangendo os diferentes tipos de sensores utilizados na estação. Foi utilizada a plataforma Arduino.","The collection of meteorological data are becoming increasingly important in people’s daily life. These data are being processed faster and have greater accuracy due to the great technological advances in the past few years. This allows people who need these data to make faster and effective measurements. These data is useful to measure: temperature, atmospheric pressure, relative humidity and among others, that are used to climatology, modern agriculture, pollution control and so on. However, the technology for the collection and manipulation of meteorological data is very expensive, which makes such data restricted to meteorological data centers and academic area. In addition, many professionals use forms and archaic tools that do not allow to collect these data accurately, and is a common practice that the collection, storage and processing of data are carried out manually, which can lead to failures and job analysis spare those responsible for collections. This scenario is exacerbated in Brazil as a country with continental extensions and have as one of its primary activities, agriculture, requiring such data for irrigation, preventing crop diseases, pests and other factors. Within this context, this work proposes a low-cost architecture for collecting and processing meteorological data in an automated manner that makes feasible the use of this data for any professional. The results obtained could be noted that you can perform data collection and analysis through a low-cost weather station with reliable data and differs from others by owning a web application that generates graphs for analysis as well as different types of sensors used on station.","('Thiago Bruno Melo de Sales',)","('Patrick Henrique da Silva Brito', 'Tércio de Morais Sampaio Silva')","('Baixo custo', 'Estação meteorológica', 'Arduino (Controlador programável)')","Universidade Federal de Alagoas","Ciência da Computação","https://ud10.arapiraca.ufal.br/web/content?model=ud.biblioteca.anexo&field=arquivo&id=3798&download=true&filename_field=name","7","PLATEMP: uma arquitetura de baixo custo para coleta e processamento e avaliação de dados meteorológicos","","Campus Arapiraca"
